GENE,D37M,A142M,I57M,I12M,D43M,A145M,A59F,B06F,I53F,I48F,B32F,D94F,A112M,B30F,A122M,A106M,B35M,A79F,I27F,A48F,I86M,D19F,I50F,A87M,A71F,A20M,A77M,I52F,A127M,A52F,A39F,B36F,D42M,A30F,D99F,D114M,I59F,I46M,B02F,A25F,B33F,I21F,A139M,B27M,B09M,D84F,A40F,B28F,D17F,D06F,B10M,D128M,A136M,I04M,A47F,A34F,I02M,D104M,B04F,I39F,I06F,B31F,I88M,A54M,D111M,A55F,D05F,D108M,I45F,D107M,A134M,I38F,I01M,A46M,D132M,D152M,D95F,B54M,A41F,B40F,D125M,B51M,A56F,I47F,B05F,I79F,A80F,I54F,A09M,I03M,D70F,D24F,B07M,D85F,I77F,D153M,B08F,A03F,I29F,D120M,B18F,A35F,D61F,B14F,A105M,D81F,A109F,D72F,D14F,I30F,A53F,A89M,B26F,A117M,I84F,I33F,B12F,A82M,I65F,D143M,D12F,D98F,A65F,A27F,I25M,D130M,I31F,B01F,A150M,D08F,I62F,D44F,A119M,A51F,B11F,I11M,I81F,A26F,I35F,D10M,B34M,B52M,B45M,D131M,A32M,A78M,D13F,D88M,A50F,A63F,D01F,I28F,D69F,B03F,I44M,D07F,A96F,B53M,I15F,A64M,I34F,D21F,D86F,I19M,D101M,D66F,A74F,D141M,A31F,A138M,B39M,B37F,B19F,B21F,I55M,A45F,D68F,I05M,I37F,D15F,A147M,A60F,I08F,D151F,I14F,I51F,I09F,D92M,A110M,I22F,A135M,A57F,B29F,A103M,B16F,D137M,I66F,A49F,B13F,D156M,I56M,I07F,A18F,A58F,I49F,B23F,A91F,D157F
PSEN1 2,0.02463919,-0.201599,0.1589175,0.14118083,-0.0461933,-0.2209783,-0.0618803,0.39113299,0.11912561,-0.1132617,-0.1704578,-0.3016731,-0.23602,-0.0946021,0.09980776,-0.2324024,0.91282826,0.4629887,0.57333605,0.16136627,0.31566006,-0.02591,-0.3879553,0.05541576,0.64856394,0.00857624,0.472048,-0.1504081,-0.1376934,-0.0920553,-0.1844399,-0.3046184,0.16639236,0.343963,-0.2351511,0.60987997,-0.0193631,0.73411475,0.92860021,-0.2210211,0.98155572,0.21562611,1.09621504,-0.2926124,0.71504662,-0.3843118,0.08442168,0.10132826,0.6538105,0.17892302,0.56277928,0.14571765,-0.2858666,0.34145346,0.13057238,0.34958685,-0.0116101,-0.0496311,0.8531365,0.60813556,0.72855923,0.83937243,0.11602732,0.0288665,0.43872227,0.10529691,0.26139648,0.40716417,-0.1330076,0.25166986,-0.2279588,0.83968928,0.17981933,0.53997125,-0.0334688,0.11593504,0.19066848,0.59461683,0.15175022,0.2125425,-0.0336282,0.65529984,0.21069877,0.00296873,1.00249905,0.29426004,0.28023809,0.02950323,0.04681385,0.08892137,-0.061017,0.5576223,0.34783283,-0.5231081,1.10743832,1.16455271,0.96274983,0.01420726,0.68372054,0.33380085,1.19868079,0.44906218,0.40645475,1.20742488,0.63630071,-0.0739671,-0.4056011,-0.301894,0.09678839,-0.2984902,0.04365662,0.19355443,0.28983178,-0.1004828,0.68534097,0.82907799,0.36179152,0.48706284,1.29025572,-0.109565,-0.1449322,0.04538203,0.26722403,0.24315427,0.73847413,-0.1057984,0.1035534,0.88123253,0.11839819,0.38683478,0.84729121,-0.2048644,0.35279384,0.20005821,0.42960457,-0.4375017,1.05775326,-0.0966333,0.82412414,0.05414912,0.11666375,-0.0395,0.5472598,0.70086706,0.02451541,0.10817138,0.19818436,0.14453855,0.09262116,0.03473762,0.47889973,0.18618848,0.28209698,0.95960323,0.62991209,-0.2668658,-0.1716734,0.25023466,0.39018023,-0.1544307,0.63042071,-0.1820445,0.03851331,0.06272136,0.11934459,-0.0580051,0.29309718,-0.0671715,0.34422501,0.32075992,0.57349788,0.79574081,0.6039651,0.85114573,-0.4048628,-0.2453209,-0.1762892,0.34936364,0.86629459,-0.1911951,-0.1176595,-0.0782565,0.95491261,0.43756863,0.0018712,-0.1209981,1.15148843,-0.3231022,0.15863952,-0.0670305,0.23069606,0.16533013,0.10026836,0.31036275,0.83164178,-0.2156423,-0.1301069,0.22480288,0.33537024,0.19212629,0.13792629,0.46710189,0.44010204,-0.028142,0.72193049,0.86763034,-0.3141548,0.40574605
PITPNB,1.9400392,2.07352517,1.76059546,1.64933158,1.93478567,1.61929376,1.49655327,0.9929898,0.98530345,1.52020043,1.90694933,1.67972571,1.85688398,1.15967497,1.80764017,1.79277408,1.35450016,1.64908599,1.33878713,1.75970729,1.82868221,1.42190598,1.31094922,1.4257019,1.85099719,1.61447506,1.62498242,1.56040642,1.6757384,1.3687228,1.5899303,1.00073627,1.735814,2.06688191,1.92309846,1.84729709,1.81338261,1.92488224,1.73549109,1.53361751,1.80941199,1.93580461,1.51070411,1.84822202,1.49402431,1.92115321,1.837852,1.39072776,1.90927016,1.97028877,1.92433561,1.63584193,2.00498839,2.05446981,1.92065142,2.05965122,1.59391889,1.79503966,1.37047155,1.66175512,1.6383968,1.68570503,1.89271977,1.70638536,1.81201701,1.38375687,1.6267137,1.58660295,1.25821539,1.84120767,1.89849103,1.58032832,1.64278842,2.14560782,1.71996727,1.9517713,1.70285002,1.6399307,1.83246914,1.26831666,1.68683479,1.32360801,1.39843919,1.46666646,1.10444698,1.35333663,1.3009149,1.51966534,1.61242384,1.44892317,1.61168763,1.86298833,1.00176172,1.80626021,1.78296088,1.8939488,1.58200822,2.34780281,1.84490092,2.38146969,1.65205608,2.00276296,1.78617159,2.08757655,2.44799525,1.83364642,1.14220223,1.58196241,1.5947579,1.34650006,1.81174647,1.70472276,1.67058817,1.58428039,1.84296515,1.85532569,1.17120946,1.86968375,1.80886013,1.53105217,1.80250174,1.68938922,1.59112965,1.95608451,1.79586725,1.82040787,1.5298745,1.6361985,1.73246061,1.713425,2.5651008,1.96645239,1.82632746,1.81750194,1.6606982,1.37357476,1.78407949,1.95923382,1.77149456,1.70245505,1.40514209,0.96329388,1.50245759,1.7264199,1.79075833,1.31159286,1.53336632,1.51710257,1.90342427,1.16602187,1.54690647,1.05153206,1.87847816,1.37299897,1.60957686,1.31367863,1.68641066,1.42365333,1.34964395,1.25590734,1.63488071,1.23336264,1.61386103,1.54468008,1.76759213,1.5826611,1.26049583,1.92336995,1.59574594,1.81723708,1.42776705,1.68188849,1.37755212,1.46226375,1.85220868,1.95127744,1.79161451,1.8140706,1.6338183,1.33964562,1.58347954,1.6547282,1.67879929,1.83088769,1.8531291,1.52918825,1.8394804,1.98634088,1.81131468,1.57679092,1.66421811,1.79808815,1.36777642,1.72638445,1.51142717,1.60996388,1.54084004,1.5504737,1.23849241,1.47997211,1.78476306,1.54699228,1.63764183,1.94029954,1.73583101,1.58162025,1.57766605,1.73879693
TMOD3,1.30497639,0.56556945,0.98688656,1.18858859,1.38279176,0.5230167,0.97209754,1.22153702,2.12286959,0.91813666,1.92934605,1.05976244,0.50500398,1.23227836,1.08382341,1.04954537,1.68752801,1.50946371,1.93600272,0.93366895,1.52426944,1.04893615,1.77456129,1.05073589,1.4736541,0.98438078,1.4158653,0.9536917,0.46497588,1.01952002,0.64851833,0.58495756,1.18890027,1.02555991,1.08980576,1.32180033,1.11447654,1.47183462,1.89662793,1.01992538,1.71721852,1.03421228,1.59383774,0.60856595,1.88046393,0.29377158,0.97848204,0.74051476,1.21087729,1.16966004,1.52302174,1.28974838,0.76745081,1.20365741,0.9607113,1.1995753,0.88863415,1.10419498,1.53670069,0.9860739,1.89011464,1.62802409,0.8978239,1.24775701,1.18376054,1.13278079,0.92232799,1.11999788,1.87280774,1.07326535,0.67092496,2.45007613,0.70287163,0.92502723,0.94935043,1.22242032,1.08602121,1.34725939,1.05878953,1.19549502,0.93271821,1.243326,0.78951726,2.18066967,1.41030627,1.94305234,1.32869928,0.60138539,0.62743526,0.78701031,0.81315733,0.7050525,1.0287342,0.96898553,2.21954055,1.63219495,1.6962833,1.27236394,2.35878953,1.90344122,2.13091524,1.36737046,0.97225226,2.40195635,1.90937832,1.0723036,0.90002139,0.23293601,1.02826629,0.52132666,1.2347095,0.77895677,1.25617674,0.54987856,1.87492225,2.15469619,1.2647517,1.28424417,2.25412318,1.26377692,1.12166708,0.6066915,1.29262266,0.95209619,1.27064836,1.32476392,0.99789649,1.88889551,0.89461125,0.78587414,1.07749821,0.6626046,1.0385019,1.33046994,1.9256259,0.59380549,2.37758277,0.73437912,2.30181767,0.90052974,1.18233903,0.85456322,1.54470864,1.12453196,1.04294864,0.94722116,0.75292853,1.27221555,1.04992757,1.03298589,1.28936236,2.02394324,0.94027263,1.64278164,1.11030384,0.39584425,0.77752301,1.21123455,2.01412942,0.65178526,2.36231005,0.60261,1.01547735,0.96731859,1.0504076,0.79428512,0.94444352,1.15077995,1.08949748,1.03896116,1.50710207,1.15061533,1.57452569,1.75773862,0.93812351,0.35622185,0.82857411,1.02661421,2.49438206,0.90333117,0.682134,1.22385183,2.50223764,1.35101291,1.43382427,1.18224338,2.87912581,1.42016288,1.25503567,1.36783844,1.28064551,1.46765574,1.42578027,1.49050861,1.67101992,0.46774211,1.03797483,1.03577542,1.38304576,1.37958208,0.89010755,2.41135269,1.37055812,1.22021848,2.00251291,2.1100474,0.91567203,1.27499636
EIF2C3,0.41586937,0.39376843,0.1661755,0.33748285,0.44938005,0.21426097,0.42197297,0.56106535,0.41561336,0.2851226,0.1593824,0.26134002,0.23029268,0.27359615,0.36796862,0.16085035,0.63451679,0.76456739,0.48844271,0.35737589,0.75991311,-0.0002133,-0.0178006,0.50516777,0.35091739,0.21636574,0.22425674,0.17092788,0.1600754,0.22142344,0.30294643,0.11520939,0.71337986,0.65630512,-0.0812967,0.67682202,0.52363076,0.45943949,0.65019805,0.01977246,1.04355556,0.43522766,0.68227705,0.20696807,0.78556997,0.1951501,0.17650133,0.14667991,0.54966218,0.32426419,0.60294926,0.49510865,0.10204029,0.65273554,0.19824717,0.42715204,0.52071508,0.71176967,0.73708249,0.56613302,0.66008329,0.55182961,0.44103158,0.47559629,0.65969091,0.34738247,0.25204907,0.63839818,0.27590556,0.5733681,0.21932089,0.79078005,0.33364263,0.48010365,0.24519684,0.63783842,0.5213724,0.4999618,0.56008026,0.32122824,0.12100018,0.28471081,0.36714273,0.34401281,0.42359274,0.61736758,0.52448548,0.44582108,0.19292599,0.4011562,0.13898955,0.28866756,0.265331,0.13591763,0.920302,0.65024895,0.76154406,0.67906777,0.75083928,0.18995169,0.74112349,0.57466343,0.40823479,1.03866828,1.0372525,0.2962972,0.15407397,-0.1014829,0.29952776,0.1266533,0.47487759,0.33621999,0.51427375,0.1293016,0.35654422,0.66446649,0.33714488,0.56432268,0.76700694,0.15313396,0.28498225,0.23059444,0.20900256,0.24183875,0.43306928,0.31455855,0.4008501,0.58723839,0.1005084,0.10703386,0.75484893,0.35643295,0.30463219,0.47309024,0.60610844,0.20913692,0.73792923,0.1916225,0.99219821,0.2099263,0.41663313,0.19679458,0.56555033,0.5473611,0.3669607,0.28027663,0.42787774,0.44584363,0.30511196,0.45976725,0.34819892,0.08685107,0.35789174,0.62845045,0.59404687,-0.1276474,-0.0053649,0.39551363,0.42381685,0.04257064,0.82460795,-0.016281,0.09413223,0.4119948,0.5897758,0.22980291,0.4506041,0.22792702,0.56505307,0.17567979,0.60458327,0.50677148,0.47226856,0.57863592,0.5380757,0.12841377,0.37498781,0.34858908,1.02015524,0.08859075,0.39261487,0.57984117,0.72656183,0.43616555,0.58062893,0.21644185,1.17402305,0.36230479,0.53150261,0.46410157,0.27228975,0.63865315,0.37486896,0.46769734,0.77442344,0.1020545,0.11442388,0.2249326,0.46883355,0.41065492,0.56910262,0.72758901,0.53146297,0.18822695,0.56621651,0.8498899,0.33770056,0.44622287
ZNF200,2.29365322,1.86875365,2.50454461,2.22329105,2.58060327,1.71922649,1.70815697,1.6138885,1.92720323,2.38316856,2.8113445,2.10961423,1.27381731,1.88069576,1.8314261,1.7739991,2.35994349,2.64223964,2.33456133,2.5558249,2.94857535,3.2220771,1.75142125,2.45006006,2.23719713,2.15961459,2.72690508,2.14662956,1.74459213,1.66379366,2.48450941,1.70153934,2.22362575,2.47380989,2.29633989,2.90447729,2.52787162,2.75410397,2.13488868,2.13172575,2.56638681,2.02769343,2.51951029,1.95744636,2.21333719,1.85569744,2.30268627,1.47827961,1.96338754,1.88175419,2.23185879,1.98189099,1.67717851,2.15626542,2.27887061,2.16408345,2.25416157,2.00118584,1.93655258,2.0859151,2.3369732,2.54451256,2.22814585,1.69598625,2.45735778,1.70846369,2.07334595,2.08305782,1.81588398,1.97490373,1.8673336,2.62931022,2.40924178,2.47970419,1.88098974,2.14630638,1.94515711,1.70811103,2.30098933,1.58518567,1.9548589,1.83076332,1.61302961,1.9710014,1.74020604,2.0592296,2.05579458,1.69925176,1.82321358,1.84968115,1.67169449,2.03034515,1.0977942,2.26461551,2.98124685,2.51301715,1.90995194,2.13182048,2.77288072,2.66863125,2.55250454,2.58541261,1.86732246,2.70909342,2.90891528,1.73424677,1.23125334,1.39928773,1.37695608,1.5719565,1.96633673,1.7311254,1.95366721,1.50297578,2.50074797,2.12644045,1.70928733,1.841917,2.45918933,3.20849073,1.79939182,1.81204442,1.85087757,2.16332539,2.25511685,2.2500106,2.03985025,2.50397828,1.92066306,2.19809656,2.19044601,2.51197461,1.73552514,1.86862008,2.48696857,1.80166259,2.36364243,2.08649709,2.46843217,1.79803511,1.87227932,1.44924838,1.8514171,1.80124421,2.06527667,1.45900355,1.85690457,1.8058015,2.17760766,1.43807233,2.09567521,2.12618482,1.94921217,2.17271776,2.54278314,1.60424003,1.86669052,1.58266167,2.07504809,1.68855726,2.52490731,1.84082625,2.09372714,2.19389462,2.20091243,1.73387019,1.5797275,2.21172977,2.51744568,1.88451073,1.77861804,1.85666148,2.04876604,2.02489178,2.08193355,2.21508646,2.26199074,2.33773344,2.51624325,1.77336025,1.67254559,2.0848772,2.42721722,2.22520072,1.95733632,2.04787742,3.14321678,2.24819111,2.36395276,2.3944371,2.73270796,2.2343831,2.03447931,2.30412539,2.45329578,2.183131,2.57607648,2.44812897,1.77006472,2.63388411,2.25246021,2.53035203,2.31584028,2.42955236,2.77806006,1.95615565,2.50046617,2.57045067
SLC16A7,0.26567137,-0.0870369,-0.0770015,0.09536181,0.0324065,-0.0276698,0.15812148,0.15926336,0.04550747,-0.1181327,0.17217775,0.08594706,-0.1113332,0.02590274,-0.2170041,-0.1657328,-0.0065004,0.2799491,0.26101873,-0.0880454,0.42391148,-0.3470149,0.0702101,-0.0636919,0.0394491,0.24267187,0.2704296,-0.0558177,-0.1200461,0.05762315,-0.1248776,-0.1856348,0.06639861,0.02282206,-0.0448564,0.32867319,0.21710986,0.00276116,0.21819891,-0.1413151,0.08363131,-0.0545683,0.27470168,-0.1569748,0.10571034,-0.2095427,0.04679247,-0.0540169,0.01980391,0.16830118,0.16684121,0.04098807,-0.1319643,0.02041581,-0.0709043,0.36452421,0.28910135,0.19683006,0.01363892,0.12444586,0.37000333,0.17609033,0.05414667,0.15582474,0.17030665,-0.0094861,-0.0682586,0.03664701,0.09979558,0.15900158,-0.2697617,0.74936527,0.05150668,0.25172543,0.20211658,0.40266576,0.05042074,-0.0241107,-0.020108,0.01922425,-0.2140465,0.30637977,0.00420027,0.1400383,0.1099041,0.4562017,0.07342976,0.20429679,-0.116772,0.03598875,0.02834759,-0.0582068,-0.1648593,-0.1655041,1.01601873,0.06100061,-0.0415461,-0.0013625,0.93392739,-0.0584967,0.17241938,0.15663327,-0.2044808,0.40401757,0.1065564,0.11348704,-0.2112342,-0.1105883,-0.0874885,-0.2626643,-0.0445524,-0.0815519,-0.1719756,-0.229153,0.42808832,0.54941405,0.02829759,0.11142168,0.52106177,-0.1892626,0.15955941,-0.0158778,-0.0695134,0.06726448,0.29085355,-0.1778147,0.14482375,0.20146149,0.07442738,0.05999503,0.35520227,0.05704073,-0.0653714,0.14552616,0.11879978,-0.1740476,0.5051906,-0.2108572,0.48134265,-0.0198457,-0.1902702,-0.1411882,0.36443623,0.18058749,-0.0717657,0.0857425,-0.0814056,0.18384902,-0.0425169,0.01790298,0.10647757,0.08181758,-0.1161,-0.0926557,-0.1799597,0.13264244,-0.1397523,-0.0615536,0.24445079,-0.0740185,0.39296318,0.02143499,-0.1058629,0.08537277,0.04791257,0.01958455,-0.0210515,-0.016016,-0.1213671,0.00955983,0.03845363,-0.0480378,0.10572718,0.15116163,-0.1756644,-0.0693919,-0.1714464,-0.0214549,0.80372212,-0.2232518,-0.0535067,0.21935605,0.63307727,-0.0790148,-0.0991257,-0.131679,0.99267992,-0.0539398,0.09685913,0.00273483,0.08208041,0.37359208,-0.0546149,0.23580858,0.00532174,0.04828169,-0.125026,0.44564143,-0.0033863,-0.1599519,0.02647918,0.64180558,0.19316129,0.04240197,0.519073,0.35370233,-0.0967844,-0.0673041
ATR,-0.068396,-0.1183024,-0.282752,-0.1943643,-0.1370032,-0.0969772,-0.0905831,0.0032444,-0.2062188,-0.3900885,-0.110243,-0.2796138,-0.2373394,-0.247374,-0.2134111,-0.5005348,0.09881163,0.31625697,0.34640948,-0.1874384,0.152376,-0.1676811,-0.1418793,-0.0478984,-0.0922743,-0.0295226,0.08229135,-0.3615845,-0.0308844,-0.0024067,-0.191713,-0.28461,0.21733903,-0.0392711,-0.4174817,-0.0354286,-0.220834,-0.1980468,0.15143543,-0.2448746,0.30216517,-0.0082158,0.01054128,-0.1176475,0.12038792,-0.0818847,-0.2466318,-0.2797177,-0.4155093,0.07132112,-0.1863671,-0.0502023,-0.220141,-0.2178542,-0.3044224,-0.1967797,-0.2746297,-0.0560439,0.14158024,-0.206572,0.34983833,-0.3471259,-0.1841404,-0.304571,-0.1098226,-0.051046,-0.4450128,-0.1431562,-0.3000471,-0.1283883,-0.194641,0.61172457,-0.2603983,-0.2705226,-0.0237823,-0.1325116,-0.0775155,-0.0761609,-0.0768879,-0.2533296,-0.0388502,0.14519591,0.11185671,-0.1178904,0.05800602,0.28309908,-0.1721422,0.10819879,-0.1284728,-0.2671566,-0.1857185,-0.0899295,-0.0686896,-0.3717743,0.51613505,0.13434605,-0.0776179,-0.0756684,0.66871965,-0.0645401,0.26735265,-0.1499849,-0.3169338,0.46685561,0.05780986,0.09743075,-0.406471,-0.3935782,-0.2924064,-0.3537805,-0.1652248,-0.2659426,-0.193646,-0.4077515,0.26094197,0.43963647,-0.0894692,-0.0827037,0.63443282,-0.239843,-0.4100416,-0.4175028,-0.2374543,0.15004471,0.13091834,-0.0898367,-0.1562713,0.05380619,-0.3469805,-0.2517937,-0.3653298,-0.337444,-0.1006484,0.11712831,-0.1070267,-0.4419082,0.39960403,-0.3804072,0.29719952,-0.0920875,-0.3715216,-0.5096129,0.30529002,0.0587577,-0.0829772,-0.13683,-0.0597586,-0.0391832,-0.2751069,-0.122922,-0.2585302,-0.1174668,-0.2093791,0.41483924,-0.0913342,-0.2037127,-0.2559018,-0.1065242,0.1616261,-0.1713425,0.54192853,-0.343035,-0.2836885,-0.3029652,0.0667622,-0.3052853,-0.0101556,-0.2144017,-0.3202111,-0.2219454,-0.0997423,0.00122749,-0.022696,0.05580276,-0.363285,-0.2980809,-0.2320849,-0.034036,0.77293225,-0.1910805,-0.3241588,-0.0236399,0.48213977,0.00134413,0.07830426,-0.4684504,0.86212857,-0.2419992,0.20005014,-0.0471697,-0.0771031,0.38564584,-0.2881564,-0.2117543,0.12942725,-0.421305,-0.3498442,0.11984105,-0.1274658,-0.0505437,-0.2684771,0.57832263,0.093025,-0.5371329,0.44476075,0.18444168,-0.3384277,-0.0428799
LBR,1.28493821,0.47757515,0.71005409,0.9655489,1.06580416,0.68287791,0.81947875,1.81649904,1.12470544,0.48212867,0.66079573,0.04885731,-0.2046666,0.74938512,1.09434712,-0.0890984,2.36959319,1.50106815,1.45233168,1.34237619,0.83709347,0.45492583,-0.069997,1.4877311,1.51955796,1.06846404,1.89580954,0.24779698,0.22152522,0.8821933,0.12757195,0.29867134,1.26438206,1.64567411,0.11250084,1.66843535,1.05338419,1.46852903,2.16787428,0.60940892,2.26975344,1.45096514,2.66494388,0.38642725,2.16309229,0.01548115,0.95861503,-6.98E-05,1.46902605,1.02247079,1.63922602,0.58869941,1.03850959,1.1815917,0.9668001,1.10322581,0.83272165,0.87660996,2.10985768,1.50938165,2.58084814,1.92917629,0.94284048,0.63623604,1.45388419,0.7135413,1.25500206,1.27901782,0.51238314,1.23340237,-0.1354778,2.16192669,1.02682882,1.58681582,0.88803122,1.33789339,1.19708896,1.54082753,0.90907028,1.64473402,0.39044349,1.38190855,0.85023212,0.93459232,2.04515828,1.26375729,1.12693727,0.65669226,0.72083691,0.52484362,0.71987954,1.57344976,1.53582412,0.01607491,2.04577653,1.6105873,2.13100893,0.91597148,2.46735964,1.33534841,3.06155478,1.31009741,1.3772557,2.4186499,2.0603895,0.85016878,0.20488817,0.02100315,1.04474912,0.02577379,0.65776347,0.95983453,1.37931304,0.37381301,1.74234223,2.06129522,1.17991524,1.12060578,2.82461614,0.34641235,0.75334823,0.70941986,1.11192708,0.98770935,1.74234195,0.38503605,0.69980276,2.21292691,0.89104015,0.9182019,0.9364026,0.72610891,1.22949577,0.92557621,1.42940993,0.38537123,2.15835645,0.60241806,1.90465546,0.86759141,1.13928014,0.00932988,2.1331871,1.30533571,0.95714294,1.20393146,1.01650023,1.00449466,1.07620584,0.75771399,1.6122347,1.1007722,1.05601585,2.1752013,1.79153191,-0.036161,0.37903582,1.12877433,1.76938928,0.97478802,1.39022522,0.25681845,0.46433543,1.05837436,1.38545445,0.51094509,1.03600911,0.43049205,1.37575827,1.34241762,1.86541074,2.31223448,2.00427542,2.14646073,0.58043052,0.17635927,0.75837072,1.32210054,2.34074697,0.20172886,0.61184772,1.14980831,2.28040717,1.57184106,0.64719329,-0.1148133,2.33378301,0.1731981,1.20309758,0.97933647,0.9439228,1.14002116,1.47792012,1.01815491,2.14892769,-0.3450036,0.47996801,1.07279229,1.33199637,1.36163056,0.88141072,2.31746883,1.35908403,0.60981887,2.0720472,1.98472595,0.36824251,1.77409255
RPP40,2.12214112,1.20692168,1.70627581,2.1236387,1.87657197,1.10501421,1.30709259,0.82652276,1.36235048,2.38281914,2.44168957,1.99923501,0.88927917,1.03055375,1.23347966,1.48328576,1.38283132,2.51803195,1.94428453,1.91110589,2.37134595,1.32373798,1.27712916,0.95062398,1.64249763,2.09643209,1.42266568,2.05799771,1.29382469,2.00216819,1.98915554,1.1894604,2.06282634,1.88972659,1.89658589,2.09588855,1.70304468,2.0951136,1.66697543,1.66503981,1.57741961,2.0566487,1.20399292,1.1812195,1.429333,0.8537588,1.91777341,1.1349475,1.21018261,1.84128487,1.43611788,1.5614153,1.29925129,1.7069288,1.81709997,1.67085781,1.90874071,1.6610513,1.2627853,1.05481219,1.5256783,1.31764579,1.56070406,1.90026255,1.7871545,1.31736152,0.78989804,1.16232677,1.53158235,1.9511507,1.15249738,2.18497317,1.61303038,1.65276826,1.905391,1.79982912,1.47027269,1.468681,1.60484939,1.04215533,1.41890994,1.21307855,1.35168176,1.86613551,0.83486862,1.61368445,1.61453996,1.80211968,1.10421144,1.64910186,1.16029711,1.57863898,0.86184314,1.61451188,2.39674644,1.93767042,0.96823575,1.65319138,2.11411814,1.81426678,1.6212735,2.34753348,1.63468097,1.92158976,2.2188693,1.23140528,0.97839033,1.02110091,1.22072167,1.44939524,1.30725911,1.27286546,1.2727856,0.71185691,2.19839291,2.1681025,0.6801706,1.63605152,1.79838492,1.69768885,1.62456072,1.32159282,1.55673795,1.93978386,1.71548738,2.19877479,1.68403356,1.74500385,1.19514986,2.01618203,1.30204945,1.35147789,1.12141546,1.96705494,1.68629528,1.59166506,1.60464357,1.61848372,2.01505102,1.60864019,1.7639455,0.99370385,1.71131668,1.89554543,1.81358298,0.77446237,2.00391893,1.62461431,1.56656446,1.21270323,1.45943131,1.01074989,1.38329756,1.23645727,1.4129019,1.27360181,1.06943316,1.23250383,1.47255445,1.38321574,1.99942492,1.10903884,1.22485756,1.8988819,1.90993487,1.81292864,1.4749685,1.81291772,1.34799521,1.02226154,1.18990214,1.04448527,1.39263805,1.25698921,1.70588211,1.8652433,1.83509354,1.3712718,2.07118362,1.46425708,1.1317983,1.89029809,1.96517051,1.70225573,2.33939968,2.22104466,2.89517932,2.29688263,2.07562369,1.92918599,2.02478131,2.39185094,1.38576459,2.22410889,1.53308108,1.89936781,2.51009812,2.13212314,0.92398936,1.76715892,2.17343136,2.05167786,2.36266297,2.01670462,2.13031041,1.5385381,2.22050898,2.0383131
LOC642299,1.53688647,0.84953264,1.86333278,1.37738287,1.96546835,0.93790316,1.69401893,1.4198145,1.85972258,1.45203759,1.89526972,1.3463661,0.61221166,1.37190581,1.4107677,0.61827913,1.78438746,2.08103638,1.85591326,1.82882634,1.99148496,1.41446945,1.67812021,2.03184686,1.70971734,1.59469911,1.52337546,1.47452421,0.88312331,1.4568994,1.55880356,0.79964647,1.65661442,1.78858087,1.1094228,1.72476734,1.52634585,1.73656809,1.93132609,1.36905629,2.02564888,1.67219874,2.12192592,1.09528785,2.39162366,0.71590474,1.89994317,1.19521825,1.90304662,1.61727412,1.65959246,1.61245573,1.72502136,1.36708406,1.89729919,1.34285433,1.71337092,1.9904209,2.09525285,1.9525606,1.83496513,1.96173412,1.63866084,1.36327635,1.78114729,1.53680524,1.48095897,1.68891869,1.33740169,1.72520226,0.71535595,2.18743377,1.3755634,1.44633502,1.2738704,1.75582986,1.64292127,1.46844721,1.41913085,1.36579554,0.97998888,1.46484913,1.58695747,1.91105296,1.66771327,1.45892895,1.41415369,1.56621397,1.58247852,1.32906762,0.9525036,1.37490723,1.69167961,0.99837645,2.48840573,1.9640405,1.98126307,2.03922888,2.50060091,1.25871827,2.73745527,1.56997214,1.52943882,2.79019333,2.36387013,1.57629847,0.85319767,0.65915736,1.26699559,1.03527759,1.74586874,1.29814177,1.65713138,1.05185204,2.29754566,2.02970666,1.05107765,1.45188327,1.95046244,1.19032124,1.58142442,1.39882613,1.51425964,2.05166768,1.54551385,1.7886922,2.02714017,2.28395803,1.37852838,1.51218924,2.53763724,1.74891987,1.72382938,1.8638643,2.14286105,1.15969637,2.30813903,1.51321095,2.54681202,1.64974842,1.67277271,1.17303363,1.78960039,1.80200287,1.47399315,1.19606973,1.52566904,1.51249378,1.77696881,1.24655695,1.34418012,1.71075083,1.24118241,1.72886531,1.62645208,0.43521634,1.30574786,1.30214679,1.99368214,1.4570166,2.24616908,0.8490294,1.46664445,1.39475753,1.49290551,1.18070875,1.45720466,1.26556761,1.44207461,1.44263463,1.52905626,1.52225338,1.54241636,1.82588587,1.49235954,0.90559934,1.32412746,1.37568239,2.29364629,1.13188818,0.99642828,1.61429245,2.26630268,1.32962608,1.59239758,1.34284589,2.86921203,1.67991846,1.70454987,1.15887644,1.51880283,1.77617632,1.55109448,1.62386314,2.20437514,0.46889303,1.68245419,1.54901798,1.33142336,1.50129456,1.13397856,2.2517703,1.96544237,1.54782173,1.81403695,1.87605001,1.52724802,1.58891566
